"Data Source","World Development Indicators",

"Last Updated Date","2020-05-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Spain","ESP","GNI (current US$)","NY.GNP.MKTP.CD","12014292254.6682","13771365311.6801","16068290740.3023","18990535037.939","21214320908.7775","24646865294.9947","28478655146.859","31375464705.1608","31188508104.3807","35653004591.7683","40471021868.3147","46106900598.8024","58555488221.5894","78071718446.6019","96948486299.3943","113934170724.638","117234500870.43","130823348302.3","158522927517.361","212392351512.147","229755263170.109","199125227428.365","192294673481.751","167322796751.74","168552857482.923","178339212720.157","248144330165.142","314786221263.981","370872708470.219","410262872382.291","530515702905.648","570816810728.583","623343892735.251","520853333769.12","519422965221.712","609570970910.061","633528195455.143","583087704545.455","611311426105.357","628928190922.651","592609176340.52","618604921700.224","697404479578.393","898060948081.264","1057144276136.08","1137362268374.58","1236053192823.99","1436006022447.3","1580109857917.09","1457139483189.77","1400015982113.65","1452677233893.91","1314223832938.11","1345710208981.47","1364378484123.79","1194850875811.09","1235120146859.29","1309006508679.94","1422230150395.69","",
"Estonia","EST","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5472116096.93172","5947902515.44177","6978783272.11077","9301313572.71906","11465094534.1615","13457655515.4831","16082181533.0573","20706692581.4399","22921927640.2519","19054459572.1034","18457311665.0512","22009014211.7766","22114662087.3604","24557491226.0057","25858836651.5132","22400708981.1809","23442894357.4898","26085606572.3284","29873606582.903","",
"Ethiopia","ETH","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","7317850048.30918","7698885748.79227","8554364251.20773","8076785458.9372","9447700386.47343","9817322463.76812","10480006666.6667","10844346376.8116","11396246714.9758","12108119661.8358","13390412125.6039","10429217520.0714","8734430671.62956","6848460204.38158","7603562639.92836","8504359178.89306","8492265911.60901","7751811217.66928","7648343127.98732","8182263337.46518","8180069454.11753","7797207615.85915","8557581131.63569","10067656708.6258","12365354408.4331","15242461910.6314","19721806402.0923","27086850118.9961","32395738209.0412","29825574928.2445","31883271774.1935","43214529006.0852","47541429851.2713","55459432981.0434","64326834729.9906","74053937524.5784","81274827449.2832","83805991987.1918","",
"European Union","EUU","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","505084510764.421","548821719377.242","587622163390.925","654897870980.208","730847517967.658","826077657343.354","996581647436.418","1290397450966.18","1457568798079.89","1699627997046.15","1779744018645.92","2014828501514.42","2456307242948.01","2968012385156.4","3320732840689.05","2884850069955.84","2776577258004.08","2701177173010.46","2603042766343.03","2678577016314.1","3747989135781.08","4645020782520.02","5104398926789.82","5208492933615.7","6502575138513.34","6716724720715.99","7377157958496.99","6739953264257.17","7132327684851.78","8271293977957.69","8415722251549.33","7716661252136.01","7935334060051.91","7908552690920.97","7243998283445.42","7355662882613.87","7992763583575.06","9860578606544.33","11378311155128.8","11892887177861","12726581978899.4","14682878415488.5","16159603558339.6","14722408171915.6","14565361967353.2","15783040944181.4","14698665507187.2","15373402045338.5","15689568426721.9","13539598665581.4","13904158536292.2","14739651343986.7","15975589380166.7","",
"Fragile and conflict affected situations","FCS","GNI (current US$)","NY.GNP.MKTP.CD","15826345000.7668","16752824206.5589","18226417166.6288","19668292940.7029","18755327318.8277","19841739201.087","21031512809.2867","21373361011.9742","22215941788.3465","24828846505.9761","31787508859.3961","31006763601.4406","36164552962.1022","43752132340.7018","64813547314.6135","73851272354.9547","87500547061.97","94198024866.6873","101281956388.726","124094964502.895","150672735985.334","215450717352.604","203055333629.918","170919313498.055","154645451385.741","157736881799.739","147013189478.915","146926770239.419","156341700276.363","140584983765.872","226945976510.322","231218251191.405","229159717061.967","209784458582.691","209916799609.321","253794799303.491","260518790381.817","291329632628.758","297608710773.654","316593985047.581","370330103242.852","370759989898.712","364958586623.54","384605727410.42","481231955522.973","606359015523.385","774224425153.627","941453107206.667","1221156436465.7","1143891622261.21","1372460484217.19","1384124211578.97","1606426068337.09","1658637238266.37","1869216091580.59","1656072980796.15","1531150702004.35","1599547556362.8","1629309315837.39","",
"Finland","FIN","GNI (current US$)","NY.GNP.MKTP.CD","5222582942.67438","5916257432.85525","6328651342.31764","6865699615.43464","7737636595.23394","8552415610.60842","9165340432.22567","9311168538.71865","8759663044.22547","9993855559.68814","11468163505.0963","12643332338.7326","14863587324.3476","19624936517.8155","25041845438.79","29617516566.9953","31975894291.4294","33523302641.2867","36296526642.5993","44609664478.7055","53811538253.1081","52302364012.1246","52540301591.2175","50632769107.6003","52562557083.4982","55593895529.5472","73353482758.6207","91283152576.7618","108878171570.718","117465355133.712","139004341781.993","124265700338.186","107990419962.835","85043139169.3557","99204525554.9232","130266884531.59","129148330313.228","125014316802.199","131456386292.835","133866396761.134","124924451814.999","129373601789.709","140161867118.389","170265237020.316","198503849019.121","205663474692.202","218880943419.897","256801259238.982","285031492602.9","255632120033.343","252404839602.935","276297419116.355","259512605054.631","272399254958.036","277244896380.481","236891118579.02","241790383185.202","254474483057.641","277673258236.187","",
"Fiji","FJI","GNI (current US$)","NY.GNP.MKTP.CD","108046845.485455","112580279.561768","118121143.432817","122780506.233472","135877093.565042","140914242.538723","146829391.041772","157403953.748601","159166380.396198","173147301.006404","210478046.54362","235940605.63545","305501696.55841","420170989.675145","556355387.288977","668362939.530357","683145705.692325","710159145.410944","823925129.900803","1006409477.08508","1184718826.40587","1225017552.07114","1157764907.76491","1094758407.07965","1149794291.52041","1130787014.56311","1281909965.57507","1166797089.79822","1094706844.71789","1163321108.33951","1289553649.80755","1344198969.91054","1481769793.74584","1581203787.78052","1739157161.39608","1931095783.26104","2101332573.22027","2056521437.97188","1601167706.86531","1877335499.59383","1717371041.99944","1646178072.56435","1857506973.34126","2316937968.1401","2727795729.94807","3050072146.65878","2981842652.49538","3329491709.61933","3436092991.15266","2859158664.41683","3043130949.27801","3660439437.87642","3825353371.69674","4108178559.79146","4631573805.23471","4477216962.24256","4720961846.10347","5027118676.73177","5161041157.38502","",
"France","FRA","GNI (current US$)","NY.GNP.MKTP.CD","62588196442.4896","67823034024.6623","76152271791.83","85419528679.052","94702729234.0369","102253384558.78","110738073086.636","119728973065.967","130424516856.954","142381694448.156","149052793197.118","166781105718.006","204302990897.269","265235710076.606","286106110201.855","361759216766.101","373385686970.773","411210216635.464","508321220930.233","616651248843.663","706460726482.459","619460470730.235","586300029943.108","557554867028.144","527303159948.96","552408380785.516","774780755753.386","941591181927.316","1025574275960.8","1029131194735.76","1273598361643.18","1272602023020.58","1406931846344.49","1329198517489","1398516068052.93","1606455513208.04","1619352481087.32","1470552933243.43","1522697353791.42","1522417430215.21","1383769117376.08","1401282326621.92","1509850367024.28","1864908577878.1","2145033523714.92","2233730879243.88","2364983063605.57","2709995893785.93","2981955470924.27","2752093637121.42","2703780741292.19","2937479068093.53","2742506164929.59","2874043166666.13","2913983592556.46","2490863059700.31","2523562336756.09","2647901542353.84","2840071656064.82","",
"Faroe Islands","FRO","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","52148922.9362523","58084838.7157151","59785370.8024064","58853346.6666667","62546640","76079986.6666667","88810426.1486262","107277127.654371","144177177.105701","178608357.243271","207304020.347619","242215885.959295","310534963.477066","354095161.799485","395916305.83999","438968526.35562","396862655.217672","395442349.564145","435757711.515174","412007770.814061","440432475.65966","644049832.857592","822329978.918703","","","","","","","","","","","1142147206.30373","1163097388.26295","1099664732.59022","1178293362.81059","1302696745.91815","1548916920.9284","1754051843.56796","1788657473.02773","2051826192.23784","2358928669.83853","2447853121.75124","2216512152.81016","2350687221.06648","2626036098.12431","2492533448.42469","2773943699.5887","2955634743.87528","2587761411.43596","","","","",
"Micronesia, Fed. Sts.","FSM","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","111000000","","","","","","","","","","218000000","223300000","232663801.042555","228791638.866682","209127907.678943","219545356.985931","226023056.530718","239347523.450048","246016749.191737","246760867.622453","249179310.514411","247072643.565795","258632938.048995","262084607.301431","267150628.987661","270372260.368752","296756763.290352","307507217.823265","320855779.819273","342609621.538777","342707921.245331","344654331.612804","375852015.14608","387000173.103631","416554704.763175","412197418.599839","",
"Gabon","GAB","GNI (current US$)","NY.GNP.MKTP.CD","134793934.346607","159031434.555308","171340070.295516","181392411.868566","196883741.619649","206071196.795484","225497975.224257","246340524.325201","266596981.170437","295429413.447307","307160008.794575","357718214.367401","401940061.174573","665353060.065742","1417920156.4698","2004545686.77877","2830711868.05714","2657932404.28521","2162585095.25946","2668745824.94164","3856028560.83687","3534371862.31587","3304867120.08723","3096313731.62795","3337401884.85311","3096404812.90465","3157035409.3832","3038898140.05353","3556845179.39779","3951934799.26317","5336349261.01181","4849229139.73391","4864374340.27046","3745523609.11288","3692804810.00971","4293428472.57449","4930999941.35498","4610324869.35241","3968303449.53605","4094076970.71508","4289132938.83518","4389710772.3537","4831625556.93195","5784172857.44691","6565102762.75221","8621382032.3921","8959012610.87177","10610543021.1314","13352644553.336","10693222145.5811","12472296425.0308","15690664159.1757","15457855674.6547","15886456035.7461","17233295039.1877","13183416154.5491","12926093678.6372","13951181959.599","15746850107.1558","",
"United Kingdom","GBR","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","141387244300.456","159603405694.816","183049923076.923","207757100930.916","224454531089.294","266156498230.089","256123165498.652","285635507587.65","363238272099.712","469839729987.294","599380267720.195","570181099477.492","541767564290.706","517156709716.538","487935271880.819","511187784137.577","631081532834.946","775265639156.725","944121610103.166","950037845713.351","1114076333451.7","1167664617460.32","1219354903123.9","1096282871475.71","1197466867156.41","1302016343537.95","1371306829329.17","1533488996725.61","1657460503643.59","1676879145769.29","1664055076410.95","1652061321433.71","1807501498800.96","2079191836734.69","2442074331746.61","2572936363636.36","2716417663293.47","3086258503401.36","2895588235294.12","2392935036610.06","2476994995278.28","2669886193270.73","2676791817711.19","2729205239618.35","3001242525181.99","2861593365609.71","2629567074529.95","2634441641460.85","2816805927384.43","",
"Georgia","GEO","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3665594855.30547","2655565567.92367","2469184816.65628","2574157898.51118","3023690474.79994","3637957071.29094","3803436679.17007","2945940129.00867","3174937619.40393","3251777761.69802","3407318622.76267","4004758120.89295","5203846567.19533","6472967782.86534","7908682543.24871","10212803292.4274","12622807620.0698","10649227357.0787","11884077933.0079","14685100919.0631","16342038333.4343","16884896657.4486","17475308489.5509","14570254263.4293","14428668863.8188","15424959912.3331","16862641011.2352","",
"Ghana","GHA","GNI (current US$)","NY.GNP.MKTP.CD","1203222788.11513","1283064113.9854","1368508339.91674","1515584466.51987","1714487418.68791","2026849097.09266","2106690422.96293","1710013336.24531","1615922325.90839","1914005085.05654","2170905357.74343","2372632926.42131","2085279606.80586","2447183098.59155","2875155279.50311","2787765957.44681","2744915254.23729","3178000000","3654101221.64049","4006125356.12536","4426348547.71784","4209534638.98054","4025490196.07843","4021119840.80424","4364497716.89498","4424969151.21483","5601277821.67307","4936761904.7619","5066668176.44611","5133900896.99299","5776765502.12656","6474875000","6307702517.16247","5853944530.04622","5333534518.82845","6332009174.31193","6791288685.01529","6757509277.34375","7329127595.15571","7555452363.09077","4836061112.13066","5206827725.81321","6036889828.36951","7467434240.88602","8683188882.71262","10600650557.2106","20281934315.3301","24618642536.3559","28410855657.4345","25883819207.8365","31640997973.4451","38336161727.7418","39809765731.1505","61925823038.7391","51862824539.6234","48529901799.3457","53961581129.4695","57430377373.2359","64270236560.3123","",
"Gibraltar","GIB","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","1770900899.35588","1917338057.13432","2253095763.65777","2262129380.48201","2517716176.91609","2848990569.04099","3143625277.16186","3195763317.63475","3310018922.79336","3613129879.05992","3780126076.09562","3672870551.0819","3468766054.5704","3382322291.2994","2922237098.18132","2746252750.43639","2917012439.05031","3200990695.999","3395183788.81136","2657936711.99064","4179199242.74824","6218767655.83103","6872979193.75725","6548704567.46094","6776357857.33359","6651747173.5977","7516065253.97344","7971453845.06713","8494333615.46428","8650959121.19199","8501398551.50098","10274041350.3399","10725365011.6874","",
"Gambia, The","GMB","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","44212353.6988296","46695363.1558873","41160658.5705371","45168722.6995632","52296836.749388","54456487.8808527","57542397.4416629","73888510.3383459","94698638.1436671","114777433.628319","113261760.34506","139727431.312691","171230618.017932","204442702.8172","236981115.630447","215053160.486383","209616335.44442","199671492.458122","178388800.535699","250974678.343049","214199884.476534","250476591.654416","271923275.296643","267267458.726726","291575060.286838","670174119.155855","695658104.477444","736114620.819802","728459558.746791","770633068.95215","832133538.153758","779877139.663928","814984158.75074","785843994.348448","752681081.672871","656184060.890407","545288099.087249","464321035.383186","941271640.787077","1005256867.79538","1029031896.58551","1253851721.11573","1536174172.23915","1422147062.79744","1513386209.48165","1377827103.16854","1385746819.38205","1345938955.88137","1200490602.16136","1345126868.55094","1439755923.49024","1476654958.96583","1603623684.09576","",
"Guinea-Bissau","GNB","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","78733594.8411852","78540057.1372471","87702828.5651641","89374237.2881356","98775328.9473684","111436935.518784","105009338.468559","109182779.311996","116034149.855908","116837925.485408","104759376.250358","153079242.424242","163123305.961525","163161848.377432","138395950.116153","159531246.877493","129407982.855092","165536369.464325","154458085.319937","200843049.86606","233321979.006747","240150370.516449","212813451.248458","221580826.556256","221530086.124576","235946465.083508","251819733.576507","253850808.6941","192357495.646254","210146642.89748","357773144.976876","376388143.323986","407103018.386825","465381728.123678","520827023.605449","575363945.800704","586252855.236693","692477923.778572","851100420.428253","816595038.441395","845414290.79081","1104814495.68002","994713353.316602","1025761370.33439","1090847649.64655","1073379758.03513","1207921291.13898","1349590591.11698","1456101700.96186","",
"Equatorial Guinea","GNQ","GNI (current US$)","NY.GNP.MKTP.CD","","","9122751.45318345","10840095.1283649","12712471.3960211","64748333.3333333","69110000","72317446.9327193","67514285.7142857","67225714.2857143","66861428.5714286","65370165.1096172","65254936.1298253","81407483.6937865","94523896.1984503","104698033.340882","104052135.180784","104386403.72818","","","48799934.0142818","30146793.5871743","34544821.1359913","40537010.0397406","47262783.9636726","57918187.5649675","70825308.4917121","88040829.6360576","93504454.6181578","81007248.0872755","119604661.344397","121228259.571106","149786399.50312","148550061.342847","92353432.526778","118007515.600571","187443210.314329","387373514.86989","290375972.74896","520234190.694773","675806916.325726","587616433.65253","821380430.543874","924205363.796268","1481460300.58029","4173013694.85662","7939532609.24236","10450746473.5717","14636832123.2464","9938850407.13803","9578455127.71671","13819220310.4688","14844233177.0267","15003862699.2207","14796387634.7752","9945017664.06179","8709938548.16762","8983531883.80186","10026979628.0621","",
"Greece","GRC","GNI (current US$)","NY.GNP.MKTP.CD","4397175254.27997","5039684341.08498","5293495375.60547","5993745683.35976","6794075397.81524","7809057158.40803","8710950813.67007","9411190898.92478","10261378015.4884","11788957930.75","13331254545.4545","14887611363.6364","17219678409.0909","22792329113.924","26096957954.5455","29226426142.4017","32014276119.403","37212611470.8603","45325779220.7792","55866801287.9485","58497041566.7466","53641916359.1636","56073392346.9388","50544037151.7028","48592244860.9432","48255548976.0671","56564512658.2279","66259569703.07","76789368484.2662","79851648971.8842","100018159071.367","107872634511.124","119611287987.129","111616285225.922","119652337921.348","140495283718.194","148091864949.037","144514453138.65","145111201083.823","140933108246.324","131025533443.892","137232300402.685","153797620553.36","201348325733.634","237701914576.608","248174203581.644","268245507339.104","310292161374.213","343903324007.617","322674845512.642","293229174390.905","279940194486.177","247300884461.34","239573179546.777","238634968348.701","196862392713.198","195229696549.68","203480314126.963","218584152918.666","",
"Grenada","GRD","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","70198198.8888889","86840904.8148148","100577695.555556","108715271.851852","110763030","120139293.703704","127285033.703704","140644421.851852","162487714.444444","182037670.740741","208368828.888889","230083449.62963","257794308.888889","266224688.888889","293872703.703704","304823407.407407","301338111.111111","316297000","328728074.074074","351511444.444444","375246148.148148","422659148.148148","455709370.37037","486296222.222222","478999740.740741","492740296.296296","540525814.814815","533925222.222222","667088148.148148","669815814.814815","717591481.481481","783264333.333333","708231333.333333","731135629.62963","746883222.222222","765599962.962963","813021518.518518","828656703.703704","882768481.481482","964566111.111111","1022377444.44444","1074721814.81481","",
"Greenland","GRL","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","62671693.3333333","79845933.9948231","95649274.0275999","126347367.551037","153180429.539451","190389794.817354","217061422.663358","254463352.878465","320920991.549704","379205474.24444","428502989.762061","395457225.482214","375402045.029043","379332968.835429","351563254.349883","384564569.098939","553578049.684835","728915398.447436","831761123.078066","868238899.072529","946256019.131952","946142421.636833","963370388.164543","865528462.807878","950853693.047826","1159860059.9743","1163019297.42873","1041865394.80657","1120015520.53486","1102892692.29667","1043287847.48426","1057096169.55832","1138485312.93146","1389711128.31489","1599873145.16533","1662192132.60184","1657458868.63523","2042180079.72519","","","","","","","","","","","","",
"Guatemala","GTM","GNI (current US$)","NY.GNP.MKTP.CD","1033200000","1064300000","1131700000","1248599900","1282100000","1319700000","1374500000","1434100000","1579100000","1679700000","1865799900","1942900000","2055700000","2523300100","3113499900","3579899900","4321300000","5454200200","6053100200","6905300200","7834600000","8521800300","8603399700","8937300400","9263400100","9551552086.95652","7017563515.98174","6905099840","7665302824.42748","8231324360.79546","7454425217.35253","9303297735.09117","10299842165.3193","11281542453.0646","12853235568.2292","14496304433.2771","15444935615.3139","17551326221.6139","19211791992.9939","18113912251.3642","19079227158.9035","18618372104.4981","20458031815.4709","21599569321.5161","23555175995.7214","26726377225.2715","29550849362.0603","33270407085.6085","38295866706.3492","36771718425.3088","40239694494.7752","46162991920.7748","49273207746.1193","52786846693.3103","57314398179.0435","62368886136.8031","67155864998.2237","74256259053.6072","77082694754.7612","",
"Guam","GUM","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI (current US$)","NY.GNP.MKTP.CD","156274047.716269","173073849.384588","174007583.270139","159715744.035466","178032258.064516","198529411.764706","209470588.235294","231352941.176471","208750000","228800000","246550000","264050000","274809523.809524","291952380.952381","411545454.545455","481041666.666667","430120000","423000000","481240000","499599960","561200040","507857142.857143","420333300","419666700","364473657.894737","384883744.186047","416744186.046512","262448979.591837","319100010","256286757.352941","289265807.594937","213533094.812165","263261390.88729","362611367.127496","457932056.399132","535690166.197183","653276371.794872","675683469.21721","661358372.697135","626125003.651726","668697606.753275","660857203.257727","671139695.277057","700124768.991682","755942664.800877","804427767.354597","1502374452.95254","1775901258.58242","1931651032.02669","2078073912.23339","2260453686.92538","2566734702.17016","2860317865.23963","2959084226.81848","3104298535.42663","3221917414.52784","3458017764.16465","3472497981.1138","3779697255.44455","",
"High income","HIC","GNI (current US$)","NY.GNP.MKTP.CD","1043959042785.57","1107514354573.95","1202163865105.32","1296382968550.85","1414871148238.18","1539549248004.76","1690393255622.72","1817704011192.46","1991430873027.55","2192427249653.2","2390723170797.3","2651598930111.19","3082108493085.69","3738809789418.31","4216509636177.58","4706042974626.87","5115400319492.44","5784113083204.96","6946772168626.06","8011579479026.58","8933831614996.67","9053835359143.23","9002299719084.31","9264084344187.83","9674092040960.95","10136787763703.2","12305493515069.4","14319987456921.9","16190007585179.4","16847157363852.6","18889383941207.6","19974203291985.5","21483552064716.6","21630977800222.8","23219598352139.4","25762702685796.2","26025435060363.8","25651986091063","25829436785566.3","27120231316075.2","27749081647554.7","27500922979045","28576931637047.2","32007576842552.1","35686346557196.8","37784697014226.8","40044792903511.8","43512110986406.5","46004378336759.6","43258523809631","45574998583092.3","49349994680132.1","49587211715528.5","50109945031590.3","51313507496375.9","48423889740967.1","49294076061242.7","51508686469537","54634045247110.8","",
"Hong Kong SAR, China","HKG","GNI (current US$)","NY.GNP.MKTP.CD","1326777144.66016","1524701937.71113","1722157114.22102","1973143732.13557","2264982980.06607","2428621308.90052","2482523038.30128","2684993527.62071","2708090220.37436","3179237330.9702","3786784679.15714","4456709506.95365","5675541390.435","7983289866.89984","9335996243.73956","9984802642.24348","12796851757.4621","15612611904.7619","18209962123.9618","22370320506.9263","28495407990.1931","30549442899.8265","31711889388.6226","29272835365.8537","32808006472.2435","34868690493.9159","40054977842.7076","49304080863.778","58291312554.4453","67162527750.3558","74783560515.0325","86024298255.0957","100681468555.409","121026294017.271","136103203767.921","145921300964.348","158337276805.917","177209284302.709","172187132841.852","169139284563.326","173047284115.412","173308073036.877","167425021477.388","165523064673.55","172692218798.151","182529798259.036","198108087231.906","218366831594.329","232187034468.588","220465827291.726","233476805848.736","255300102774.923","266426950647.207","280921093347.086","297469983621.568","315108232926.546","328924416732.154","356514397166.761","380749888371.5","",
"Honduras","HND","GNI (current US$)","NY.GNP.MKTP.CD","344150000","355200000","383450000","404200000","450000000","495550000","534450000","576900000","623700000","649400050","700400000","706500000","775499950","879499950","1021000000","1095000000","1289999950","1600499950","3003742093.22441","3415281976.29198","3805160045.98684","3884394878.58005","4052003525.61051","4307697184.85981","4728811846.48827","5086120712.5459","5467828958.90605","5953021241.46495","5658081898.41442","5177172487.9851","4646744960.07592","4366726672.56005","4605571327.23404","4696798453.06242","4423089120.92094","5083390990.61522","4955806773.64865","5523266950.57034","6156252525.84934","6251771679.44251","6883357865.50156","7310338438.34058","7479819898.99415","7777658082.82891","8321947271.799","9219041152.1334","10312983518.3317","11878268364.5958","13268915590.7283","13951678355.7642","14983618022.662","16729546780.4262","17254294351.4065","17137317832.5423","18139304266.41","19543484971.6567","20199365872.564","21720693035.7515","22129516297.3221","",
"Heavily indebted poor countries (HIPC)","HPC","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","23478956297.7628","24273775738.5505","26263964318.8931","28133721422.2726","29847526176.7116","32217410810.615","38371793074.9849","46496820964.1201","53759149229.5071","58419219695.4312","67125254224.8104","76403889483.196","88004564306.8749","93067491466.123","95165929596.0586","93999990789.2834","90920811967.8708","94790139381.7378","99851955568.9406","115535267186.644","132046644378.362","130033378185.084","123961827439.635","126355259220.63","128682150586.597","118507921009.124","120304735539.405","110534377995.398","125866368569.735","133066880017.427","140313010143.94","148415020514.916","148803965929.953","158876491380.815","150137050062.037","161702851927.209","184029633286.457","212018358559.237","241424366206.535","288492548022.293","344979361384.691","418684921568.651","421599979130.051","462231362715.698","519110496737.385","555443507126.347","596573364842.757","653383857564.899","644778693733.158","661592706051.777","732388130474.364","712446329391.788","",
"Croatia","HRV","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21268129142.153","22696377641.9109","26361731023.7941","33546912856.0776","40883892663.6064","44333534323.9427","49181110421.8787","58835127938.8459","68192687066.6937","60388929068.0712","57798779810.8403","60355978592.4138","54501156795.378","56762737453.7678","56492159684.7709","49222216132.2777","50063797663.826","54508067106.4948","60081537123.7458","",
"Haiti","HTI","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","1369054360","1464348740","1458256820","1602607460","1794826180","1992068120","2301323800","2030507140","2595509880","2711616200","3070164800","3452209330.92502","2241546645.29076","1870486218.44515","2165761716.47156","2821007618.87658","2920418154.27959","3349905722.55264","3732012064.85822","4158183323.63684","3966769358.96521","3596845260.62671","3458866467.5059","2944768636.94116","3525853123.13364","4273853401.39544","4758024946.56032","5887515590.99247","6554080571.56894","6597449419.28348","6644821528.86657","7554631991.48178","7945187021.08317","8516597206.2803","8824545103.38817","8759838525.9485","8013843835.37916","8463151298.27689","9711667999.88385","",
"Hungary","HUN","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39175128478.8468","41973316215.3961","44428126739.7251","44550212284.314","44414561306.007","45684768635.6964","45891063641.0175","44475804736.8481","50630432392.3382","63764742792.0142","80770413902.0368","97617765694.7764","105894289328.974","108644065782.594","129800006317.195","147719757857.179","125055166582.074","125186916359.76","134320698316.381","122768362795.002","131576052213.952","134479784467.007","118882117190.087","124251707969.736","135831808575.246","151555573100.1","",
"IBRD only","IBD","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","421319153583.211","430776210315.066","454804134705.865","509446328503.474","553148482816.49","605896358324.306","681564060509.142","877612936161.856","1099855419530.75","1185296529197.57","1284897645356.77","1454613984287.76","1558520161608.49","1859081880075.69","2174386373431.86","2342769431817.6","2306839693157.14","2273831781207.85","2326404974223.58","2462896761731.86","2551155905747.56","2596164590252.58","2814341228757.36","2973329429812.57","3366473697722.6","3624901858627.87","3613367106197.94","3887986308935.59","4255166516445.94","4793132960042.8","5225798344354.51","5532005260155.18","5369871660172.31","5205794495329.72","5681700639876.89","5777401756337.92","5890669464700.73","6621442980792.15","7868533056830.11","9391189464993.63","11173734944615.1","13927123190849.8","16743465192832.8","16222210418420.4","19650311721588.7","23182077250895.1","24706429427570.1","26073882935692.1","27058537540016.4","25556304420373.2","25701113166388.9","28323529113854","30068996630194.7","",
"IDA & IBRD total","IBT","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","470652607700.95","481412593415.528","507665806813.454","568354799572.178","623745407219.318","676002754110.288","757698243111.379","962567387644.137","1218366787545.9","1330902771891.05","1437099825925.79","1618212987868.74","1745115242307.41","2078883163528.79","2433587183531.28","2747905485812.18","2686339841181.28","2590109869853.97","2617586384463.89","2760939590775.51","2839684120664.97","2903573084491.52","3126656645775.3","3277857641411.16","3693733884486.05","3956481017555.38","3933877507692.21","4192081682233.58","4556889517694.15","5140139733213.02","5607628351605.4","5928628254592.12","5771787731749.68","5618883451905.1","6126740021637.45","6219183373466.73","6366980400634.57","7158226146906.63","8497607978530.05","10121401410214.6","12079550306152.8","14986012080973","18017508148383.9","17471871014663.2","21094135914686.3","24829394406425.8","26493734534534.6","28011062659151.6","29176382912344.3","27639802563646.9","27760907232085.4","30487274661033.7","32296864558902.9","",
"IDA total","IDA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","53008234060.8574","55308929623.9153","61632626656.5744","73928273600.2117","73359277518.5231","79643705960.9073","88762349734.0425","122586262476.378","149050441079.617","156234422806.061","168598346986.873","191372665565.967","225643243054.4","265923420204.837","409957159549.983","384922370045.325","323645870914.369","299854109922.994","307636285873.341","299226609445.36","317689996396.929","324380051349.485","313330259625.116","333629604621.141","336579201222.939","324568226383.024","306507628589.712","302127359632.05","347846080489.964","382883878320.649","397437971064.898","403451224938.109","415608734918.121","447533822198.919","444050323591.061","479262563669.957","540138993454.151","632820601460.781","734143532059.662","911461382589.471","1064091066807.04","1280363032703.14","1256766024999.6","1448661823073.88","1649572836834.7","1791192948511.83","1943670129465.36","2129281487869.51","2098131010243.55","2072681798788.28","2172480063949.71","2235088300726.15","",
