"Data Source","World Development Indicators",

"Last Updated Date","2020-05-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Lower middle income","LMC","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","131489728714.567","116641865049.328","124127795261.51","133317767788.145","148249610696.666","164343955781.119","171284921566.903","185267459609.308","220477380064.853","281087780081.704","311090586182.919","335787004055.743","384548169638.555","433701858871.886","493844164838.455","607383651135.406","764142103855.281","758472371797.019","705347492116.806","678929891312.001","713543717966.901","722895816675.836","778505539645.954","814645199175.573","832054823155.228","890826450160.568","848998361516.995","880690407915.174","886040057369.203","972997307919.558","1094193590111.58","1200776373753.39","1241330008145.03","1124431187833.34","1220367332466.69","1278281233346.92","1303335444008.98","1408860773478.57","1612404228142.3","1846264845986.07","2132876541854.82","2571422579615.62","3151637503753.05","3529300132765.47","3614291021042.5","4428743495488.06","5001754431278.21","5247827319725.45","5461560473695","5786256291190.81","5762990344419.23","6008034063641.56","6481006483238.46","6666879450315.53","",
"Low & middle income","LMY","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","453059848588.302","464019589121.44","489774344060.422","547638678542.69","600766455598.552","650244410087.797","730928015796.199","924863179721.733","1176663868307.58","1300133544984.63","1401224904246.09","1572898701327.8","1696991263029.54","2014007838230.29","2345851152876.86","2644481600987.58","2597330410741.66","2515827306289.74","2546843763019.53","2688238195376.85","2766857551406.07","2823479922262.7","3040770644113.38","3184398630098.14","3586692742865.07","3831676869115.51","3787076731001.49","4036873420027.79","4379258029004.37","4913865831575.75","5349181676339.98","5659739196662.77","5488706629053.93","5350421397040.92","5854086841617.17","5934538224754","6079529151973.87","6845296424928.63","8124059127272.94","9667953906481.44","11566041977108.8","14365811246076.5","17255795310471","16827994352503.9","20369117382969.5","24014832540517.1","25694874460072","27166002549286.5","28330591838699.1","26887481350779.6","27013114586124.3","29665025306001.4","31392796564111.3","",
"Lesotho","LSO","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","71818563.6287274","74100517.9896402","77824443.5111298","83466330.6733865","88478230.4353913","98154362.4161074","107844412.644725","163976945.244957","239293598.233996","250896146.044625","286223551.057958","358900643.974241","444342226.310947","503800475.059382","694786851.566513","724558404.558405","695034905.139068","769317296.472489","665548430.827628","501633283.977206","587684113.785558","738946611.001965","810086430.613591","815061120.219621","957269702.005952","1079640060.84091","1211778681.62693","1167632708.02093","1207496873.9439","1339138788.56387","1266690740.35308","1321655186.63194","1192068339.27247","1195118454.86537","1130529943.22603","1194386614.16408","1123290825.08752","1654878422.14496","2072881339.40182","2183409541.93072","2243386088.75434","2378680784.62543","2384231019.70658","2325378618.54916","2999377701.57655","3298061598.64461","3092704103.75061","2879292594.2047","2886238829.2934","2544870410.75323","2623126307.77493","2881956500","3127700634.94258","",
"Late-demographic dividend","LTE","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","263858738885.952","266675076618.791","272634292839.893","305214096703.198","347741676350.523","386502063859.491","443272002947.206","561883278402.15","662157361536.779","730490154049.018","788207182194.625","909390333499.45","948555407994.137","1126195246197.84","1259703418183.01","1328414758615.01","1354364013704.33","1251642811133.87","1321650525465.04","1420628951748.34","1515655410677.06","1575618385496.5","1772842540460.98","1941995393893.86","2022362774442.55","2222807987980","2063427577404.34","2140989922500.92","2439291747491.25","2991775109549.19","3284765126510.57","3427046531270.71","3273756192339.45","3006723104787.57","3313677196561.19","3417467111253.86","3613931059014.83","4117034380951.94","4962620219200.92","5987744335155.6","7250878786274.09","9175017111518.06","11429091195175.2","11009804286988.9","13171696543016.5","16049961969132.1","17243490567169.4","18585662485160.1","19364768946896.4","18119794537501.6","18132792082270.7","20075067195254.5","21814584599164.2","",
"Lithuania","LTU","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7857409325.89964","8298040483.38369","9928617436.34009","10988924557.6176","10711516875.2697","11332148122.5723","12087153301.6832","14127448670.9871","18336830795.2623","22208958519.6225","25776271178.0072","29639462291.3791","38242007799.6716","46219092053.2709","38139587016.9586","36783308102.1299","42145725283.7031","41483750144.4051","45423347314.2966","47912079394.9257","39898152328.5878","41444522609.3663","45857919611.436","51713214817.7592","",
"Luxembourg","LUX","GNI (current US$)","NY.GNP.MKTP.CD","492035662.522561","493161048.91954","520303076.217469","555508642.918832","632541612.876169","646031223.833928","677056363.460924","682465653.616809","747418082.099624","866872413.547598","1105443404.59863","1156844655.38589","1468856016.86372","1999224591.18195","2474450497.10025","2601848963.47483","2927723928.94462","3303241980.86663","4113826309.72204","4810191799.66979","5340377845.22003","4659445349.84789","4650007946.31821","4685351952.66272","4540806199.38565","4718525239.48638","6721946270.54362","8460807023.23069","9394335490.94899","9910167588.04259","12814944954.1284","13976314707.6196","15595529485.5709","15702109841.4179","16814095611.2853","20424829501.9157","20438322996.7427","19010608479.9278","18992772393.8653","20308012358.8323","18841257693.0164","19140098165.5481","19967435253.1526","24101895033.86","31761046312.3914","34489643452.3069","34524832266.9678","44049690528.3329","46129697671.0122","34793610725.2014","38380496318.3042","41430433503.4341","39410448633.1622","41234842180.1459","43911039297.8563","37619323317.384","38640202045.2441","41281165720.2815","45156061646.4829","",
"Latvia","LVA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5812675413.57673","5990186319.55079","6557004597.14493","7192689145.71667","7446460485.227","7924359212.05099","8360014551.1529","9546265347.8854","11674438568.4418","14057493170.2875","16733543248.2887","20897555806.3707","29975598413.3497","35203135506.5049","28090460105.6436","24036550343.3554","28217167940.5411","27973416407.9953","30208550261.8406","31283072125.5839","26936137756.3312","27663388541.8811","30060092993.1311","33817205961.8836","",
"Macao SAR, China","MAC","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","1149844196.72974","1147492819.0563","1325550501.53073","1368971683.25249","1556366270.65342","2001094509.2262","2327882894.31137","2746049378.25963","3263340294.22765","3788827892.50778","4957089422.1241","5672099427.68211","6295496375.76473","6944602525.16378","6940839199.63848","7008425839.78032","6504950368.47646","6133923097.13585","6197684994.82924","6811252878.57098","7311150944.80544","8053869745.17529","10038567973.8725","11343523361.3361","13317344464.7187","18297253574.5841","18745813643.2214","19490199516.5512","25080365399.5151","31756054974.932","36626190565.5891","43430187876.2845","47417773660.0268","41693876017.5329","41659453915.5233","46660740094.6922","50598315267.8848","",
"St. Martin (French part)","MAF","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI (current US$)","NY.GNP.MKTP.CD","2056911767.6119","2041498251.16095","2393439383.46013","2688864756.44699","2839838434.93726","2919276751.30916","2835490781.54333","3010374468.926","3224385179.33011","3608536705.8591","3944835945.06472","4328390158.41584","5037326530.16867","6186623706.44525","7631661700.76434","8929566563.84948","9497330753.73928","10936369906.513","13034088343.2933","15622086199.3793","21280004470.8632","17210379096.3401","17066792827.4946","15692953074.684","14365668282.1633","14347548504.4221","18985087518.1231","21186724100.3924","24784028833.8551","25404130569.4965","29318875495.9174","31295022190.0627","32789119126.2591","30612485009.1408","34592148679.7783","37800505819.6721","42112593409.7454","38172814275.2178","41009198221.6484","40872937344.4576","38093597383.7757","38726668265.0624","41585350784.8653","51372062165.7754","59054249616.599","62069051539.7631","68261901950.9755","78758712449.4953","92310878288.5824","91615593699.9665","91932709214.4656","99660564407.471","96282277131.3338","105369103563.143","107502587345.205","99244697520.5596","101325516186.592","107564279818.407","115442196439.416","",
"Monaco","MCO","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1723980251.05508","1750242173.91304","1977511168.83117","1733217504.65549","1195372959.46485","1309999388.74322","1576493595.92129","1771548169.15936","2215007437.63717","2934789557.3599","3347198768.21486","3809698578.18462","4811415991.8945","6649151751.34719","5745805429.53842","7480680426.5399","8991880573.49258","9519255247.12255","10390814623.2561","10332549296.0757","8194711661.39703","8526490538.95341","10226329985.4046","11992162874.4726","",
"Madagascar","MDG","GNI (current US$)","NY.GNP.MKTP.CD","650793392.581531","676064335.181967","714566101.37671","734222182.101413","776139175.168645","806012048.873265","900264585.713702","956435312.770281","1031668828.18788","1051392480.65418","1108857699.11469","1192886702.12641","1339441922.8558","1648118544.41189","1903186533.23847","2270256405.8484","2169578043.6383","2357656134.64092","2668890091.46444","3451167326.19623","4023639448.76183","3538367003.3257","3458304234.98494","3422969697.93314","2807476980.97175","2745901519.67425","3119670629.82221","2416526976.84241","2276990058.6786","2315485367.21887","2957809181.38368","2485758588.5058","2890043380.07148","3237020203.9678","2830225272.84262","3001716672.66617","3837188879.58552","3454295900.35998","3664771351.24362","3675455404.99143","3807168085.43681","4470148537.20744","4325998433.61111","5394327448.05757","4284689931.67913","4959854711.10757","5435857884.86281","8468327614.56503","10675049887.1205","9503472488.3752","9852279141.8455","11396487189.9532","11264235482.388","12087771798.8311","12223678818.2698","10946959565.5141","11441223328.3631","12822459004.0467","13455061662.5791","",
"Maldives","MDV","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","114042253.521127","120195804.195804","118687635.574837","158246013.667426","171933738.938053","193885130.890052","212959024.390244","248856764.427625","276839142.335766","313499050.905953","379025480.033985","428503653.35599","480780305.862362","511936219.201359","558212710.280374","594339124.893798","845779436.27451","874367273.4375","1016714804.6875","1192946750","1132462437.5","1534500390.625","1587767023.4375","1989697750","2089951648.4375","2276923140.625","2479997157.92357","2614022206.6021","2931312227.08845","3342253036.33196","3776960615.11229","4026225703.39137","4334633372.32729","4910834855.88793","",
"Middle East & North Africa","MEA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","605512229780.337","629883506820.489","718794669004.318","808261208160.536","835737735574.399","820008768452.808","861294037668.753","946338913902.427","958423253692.834","961131161235.457","1079784778263.31","1264626347357.98","1525987008779.02","1798005647458.69","2146380856698.51","2663492544539.87","2365715432876.04","2751560497675.61","3261774092085.26","3562733972321.04","3545032519600.52","3565936357522.95","3151635101151.48","3180440700870.87","3301634080353.32","3650784678553.31","",
"Mexico","MEX","GNI (current US$)","NY.GNP.MKTP.CD","12666168000","13775344000","14814304000","16530280000","19477944000","21234640000","23566704000","26201208000","28939512000","31985424000","34897440000","38495400000","44387480000","54435528000","70743688000","86091952000","86770084415.5844","79585539823.0089","99570083333.3333","130466105263.158","198701734782.609","253844553061.224","172347898936.17","147035900499.584","174185041716.329","186223239782.016","127030515364.498","140739534247.569","174365613985.306","213098448710.136","252627674820.451","304534734461.967","353562749232.609","489113393888.817","515157050754.052","346715405645.387","396991780930.073","487611244932.753","513008373905.429","587223199029.329","692709476500.698","742673818438.714","758782874482.187","716377770785.059","770594421407.053","859156840951.009","960397767726.072","1034991278893.14","1094332318930.43","884929436415.436","1045220776511.55","1161743714472","1177885199589.96","1237366326260.57","1284076067030.28","1141655636629.8","1049495763096","1128748019179.46","1189362406530.76","",
"Marshall Islands","MHL","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152854100","135250400","136641000","143253700","149305200","151618100","160116500","167548500","167807100","171603200","183821200","184802000","195336900","193634900","191455900","198050300","211299900","212126800","223500300","230094000","248100100","262593500","273486100","282605100","",
"Middle income","MIC","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","438098036794.193","448106181656.549","473656506302.696","529980112068.44","581964829162.876","629687911201.474","708239223639.475","898669813813.406","1143785500618.79","1260453496439.61","1359271123066.24","1527204331230.86","1644966903611.54","1955197096847.43","2278792525044.27","2573801658935.7","2524802845601.77","2441737379184.29","2472534391758.15","2611986769519.67","2689424641530.22","2743466000747.18","2956476368224.69","3101368292787.66","3494929118917.07","3736335775387.93","3699299109691.51","3951475150249.24","4302768467971.46","4826506241447.29","5250097703837.49","5555921690215.07","5378566287779.59","5238855616349.59","5722581265995.51","5810784273559.85","5948459009962.99","6702194615189.61","7959052636961.02","9478647832112.13","11349907424972.2","14103719237031.2","16935794539049.2","16500565862552.2","20003643700734.9","23605097634011.7","25242106977555.8","26673421012240.3","27811032011412.3","26380940494480","26501736066093.6","29109203769243.2","30792681848881","",
"North Macedonia","MKD","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4644646643.10954","4909775510.20408","2364849341.97604","2625765896.55172","3509981986.14319","4640509742.78215","4600053631.57895","3874575903.61446","3702708793.04029","3791543407.73286","3702834985.73683","3682393507.36583","3972613684.89102","4886353168.03596","5647430325.53809","6149435137.78389","6833758957.6614","7947225279.34397","9789795391.19655","9334909674.6983","9276084673.89761","10307352627.5808","9534218603.76736","10561423057.9391","11149678567.3524","9747143979.42997","10247976503.498","10831820325.4338","12140246235.158","",
"Mali","MLI","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","274847770.882139","341790647.454989","337201492.07226","354124095.930907","428500050.192312","485815839.614391","561341678.735444","533923918.394614","819675359.719364","931397905.00543","1049879172.35327","1233479863.81034","1581719888.81242","1740408246.22917","1503289928.8452","1307074652.55535","1267613189.05386","1211293686.07919","1366264559.06674","1827610129.36828","2070498991.80333","2142869529.51201","2181821902.43953","2666059799.8713","2721462313.75411","2823397107.5039","2820491619.65599","2058618936.22298","2659084560.824","2730573833.8829","2643959128.91784","2869578167.06382","3394863473.89496","2924051198.47388","3299284699.91685","3649581791.19819","4543662842.22496","5262754105.36135","6038384905.74122","6642384317.46939","7924811204.32294","9527511175.05755","9943827256.31811","10259757670.9599","12516311301.0237","11941110863.6544","12813855963.0799","13961536444.0804","12803875822.0271","13636302907.7844","14838127527.5531","16708011169.1582","",
"Malta","MLT","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","270010715.021636","284919118.42244","319221084.608461","368088813.874985","411790177.079853","526983822.380899","575042916.287994","675604655.891024","842223905.536371","1041318682.63473","1347909893.11459","1361200488.45471","1373834687.5","1263110890.49935","1210693640.00372","1209121065.15373","1513987546.42779","1849328280.31809","2114205657.19476","2232004927.322","2738345670.67405","2919788844.62151","3166473280.38767","2811899606.96238","3055459161.64944","3478632052.52918","3580452477.37018","3714209431.65388","3856666371.9748","4167425957.81317","4214702331.96159","4371206811.02738","4713531729.53173","5427444520.3141","6048750249.12805","6190935082.70116","6512831890.60344","7632850396.93402","8751071773.83917","7946548207.83551","8290430200.1856","9201419778.90693","8835863043.99459","9710169322.66051","10865578269.619","10147574866.3147","10496778586.8019","11725406765.2157","13409208257.1058","",
"Myanmar","MMR","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8902068891.89903","6471516939.41388","6773009110.8944","10461011433.2787","10562371915.3623","11979327224.059","14496330593.7888","20176389555.9124","31851217845.3832","36895847574.8374","49528711971.0951","59964573814.526","57555811010.0986","58368129301.2927","62821759717.9176","57703807324.9009","61657244096.8037","64732869153.336","69313830358.717","",
"Middle East & North Africa (excluding high income)","MNA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","269047887432.901","278654457337.321","327778181222.658","378395276504.16","388025711648.104","401102342330.777","413234523100.8","427364623199.917","449850930217.317","449168632719.733","504288072171.704","585679590701.006","689818323673.253","806901624379.866","1004002360165.09","1241953426093.3","1194628526528.58","1375090366222.63","1554079047540.74","1716365121556.83","1608991961946.91","1580257596757.77","1423341384990.45","1456961076010.63","1441076638270.83","","",
"Montenegro","MNE","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1034066685.139","1217862708.22139","1356512418.54755","1807140110.82212","2180314129.62503","2282062056.95809","2767363567.93376","3723494935.66931","4612753771.78849","4166796471.24201","4110399867.54967","4574714623.29719","4156885391.23731","4551283058.94849","4648830171.15563","4141686702.89453","4412365597.34513","4943496281.27113","5569017587.34655","",
"Mongolia","MNG","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","2299199133.33333","2532001966.66667","2694636533.33333","2059734525","2141505525","2894479033.33333","3009311733.33333","3170261666.66667","3289326933.33333","2517185660","2374108010.52632","1290711863.84977","741470800.539993","906403930.752084","1425356882.36999","1331359924.36219","1168938177.57187","1124839904.05651","1057508580.46245","1131697254.99018","1265989177.16402","1392055720.37938","1583797330.75165","1981009807.80913","2471681099.47947","3371391056.38115","4137457998.7471","5449590187.78625","4388014379.17088","6609616683.64695","9551980150.38611","11343401728.5906","11871513598.8425","11232542815.8276","10785835875.8615","10265490041.8443","9817032346.84708","11832294999.9557","",
"Northern Mariana Islands","MNP","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3596716974.55559","2508783401.51958","2606613373.49093","2660620794.36217","2792013484.14716","4070997086.87144","4891335805.12145","5483912493.89453","5764761097.76049","5360994128.92718","5085292495.02502","5020099277.81063","6088547512.22548","7289538157.67914","8152273960.36599","8515032428.1125","9831847033.50967","11932758878.3816","11622851822.2419","10746701973.7869","14191564546.0926","16275337990.3429","16915730870.5459","17514171535.4658","15654142407.3032","11678321882.7015","12825377149.7052","14421681032.3535","",
"Mauritania","MRT","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","200695182.692288","184443448.026245","198048255.461192","213251055.906673","248509395.663479","323717989.039363","409360485.559181","445826617.823785","465836900.462439","497223920.802157","517346278.906038","612670536.580051","682187118.989592","697451747.356913","704608276.735974","726085459.856199","687832895.790657","630802333.787378","732617866.218487","832107089.632544","885477825.109486","921286708.167271","960582160.800903","1382463567.38234","1397804899.62885","1181247040.7099","1241225320.65547","1340978854.57123","1466767945.37319","1418819206.73283","1401055789.59655","1435324422.23431","1307435089.00137","1263314530.04158","1380277858.53337","1620774858.38117","1899044739.62264","2249047671.05541","2966416679.07669","3295953249.77667","4008053063.98324","3714162658.27127","4268887413.28191","5011032690.89848","5040403249.94943","5446570476.4502","5138746648.76609","4648389945.55867","4562834170.86957","4809245711.0198","5196348021.99249","",
"Mauritius","MUS","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","709870538.052832","820758857.62717","1007577109.66528","1194337439.16552","1108624077.66485","1096849997.20248","1032605196.59692","1048845910.71398","995195756.613987","1030791646.43031","1408765520.10931","1839465142.64416","2090387491.9071","2162126716.41595","2630672452.65247","2862576745.90955","3235255005.39735","3266881555.98368","3533471665.44175","4021250438.5637","4377983825.58599","4169701519.18812","4143114543.17355","4327153384.04974","4646665747.28758","4627122193.11827","4854526980.8424","5786698801.13972","6564661894.28514","6480647713.94281","7080304401.71439","8374417587.19027","10162585053.1406","9181337179.83216","9912845467.18468","11299763115.7249","12083527454.2429","13061912486.0756","13796111241.7379","12684108886.4611","13229765431.7861","14588067769.8701","15615010137.2059","",
"Malawi","MWI","GNI (current US$)","NY.GNP.MKTP.CD","160716785.664287","171496570.068599","181156376.872463","188576228.47543","186196276.074479","223435531.289374","252694946.101078","259044462.855565","236769470.778831","258850354.014161","283331333.25333","361415332.771693","401447105.788423","445258147.198828","563361864.003804","622482056.031489","650602409.638554","780817366.26426","911698471.020505","989349981.637899","1137790912.44921","1154808444.09695","1109995262.90857","1152281154.23902","1152256898.25952","1078471293.11849","1122991779.0554","1126182822.47476","1326084410.26041","1540351476.7168","1837457400.41775","2157029251.23961","1760525268.50387","2028845530.1172","1138597122.38451","1350065775.95739","2242034131.36493","2622014497.5128","1709141159.2813","1734186814.58262","1707156805.57841","1683359689.35126","3451380076.23563","3167351846.47356","3430244814.28768","3616090551.1944","3960216045.46608","4411999296.92842","5298642687.62271","6132244799.59537","6851157459.09771","7888424222.52109","5892688581.96912","5356898814.32123","5887200679.08414","6199964416.54601","5389693256.59292","6279445665.69329","7045747491.47416","",
"Malaysia","MYS","GNI (current US$)","NY.GNP.MKTP.CD","1834574676.59741","1840128054.35777","1955115640.92513","2454266300.79707","2600287468.96642","2866849601.46348","3052397752.51535","3151378544.36169","3290866326.93062","3573435254.1487","3803737096.56344","4125413622.51417","4909206979.71344","7393279580.89469","9081882763.49134","8996502331.77881","10618508026.44","12620972656.7261","15624352331.6062","20267775543.7763","23606964031.4208","24131765114.3614","25567354628.7574","28446560117.1757","31653012459.4641","28981876761.9815","25884403811.885","30204794411.8114","33330533068.581","36669373892.4985","42152020407.4088","46670061099.7963","56023874033.0624","63683617575.0748","70892013412.5895","84567384370.0159","96164639478.4959","94647952303.2153","68264115368.936","73652105263.1579","86182105263.1579","86041052631.5789","94250526315.7895","104271578947.368","118327894736.842","137211850756.516","157976664304.018","189479578775.89","223908807482.463","198224712725.209","246904163174.071","290893137254.902","302839290339.29","312494525373.703","326871887317.058","293132505441.045","292916375382.687","309968840107.897","345797625833.313","",
"North America","NAC","GNI (current US$)","NY.GNP.MKTP.CD","590829325432.926","612890021313.607","658735552496.142","695388664576.434","746863537543.121","809901638290.834","886793392485.586","937630455035.009","1025737273196.26","1109434390214.01","1161741196265.51","1261612034023.37","1393064537923.74","1562457270524.81","1712624004826.2","1857168891248.04","2074096495788.69","2291579811999.41","2564952173044.67","2852721236452.95","3115836172245.48","3500506037544.78","3676937548654.85","3947901567115.97","4380071435255.45","4667296629155.36","4885200194180.52","5251261420564.47","5751809952805.14","6149073536201.23","6480078431173.85","6692229883551.43","7011910277253.88","7296709943824.64","7733144694231.46","8163765793605.95","8659793431102.96","9228467087261.59","9752903149904.1","10349994652574","11114525918845.6","11467490223349.6","11801497150407.8","12409846147454.2","13325063919130.4","14325836315538.6","15378775588284.2","15998231748885.8","16222615725317.7","15756848299813.5","16719279774651.2","17598536917319.6","18473572933603.5","19001455736757.1","19841461104714.1","20244530818319.6","20562160668227.7","21468745016298.1","22539808244809.1","",
"Namibia","NAM","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","2084345659.98973","2134976754.78578","1971523024.49807","2212958890.58433","1838557988.20579","1333549513.16911","1570802188.18381","2203873428.29077","2244843589.17968","2417322301.44508","2841879990.72392","3109435664.36099","3465157152.87518","3274478593.50614","3687902050.2422","4099352843.86976","4017445537.64566","4169054969.61806","3914077148.49049","3801604419.34692","3941875731.28909","3545657006.45821","3395036430.21811","5160233320.55468","6690272009.53605","7148900036.1675","7926899505.27948","8578495898.03276","8348194414.85499","8708821364.92913","10849382546.5771","12075134786.7403","12495078721.0719","12631868877.588","12759563878.1133","11597680280.0829","11082881411.128","13193570987.5384","14223928380.8602","",
"New Caledonia","NCL","GNI (current US$)","NY.GNP.MKTP.CD","103537004.034913","117506798.504099","100863344.750873","112850230.767875","164206526.15411","159594493.548808","164206537.561675","180036768.87301","215507164.034258","263108834.536684","358815681.903215","413634335.270097","505892512.861927","542294864.81243","637400199.110489","816647865.83143","798310509.647434","837616756.533737","846007597.720396","1047225130.24333","1182457142.60648","972563810.230325","904619629.797268","823832940.450511","796018978.4713","854823821.723177","1201262517.87644","1488113532.28584","2072735787.31779","2185072798.33184","2529310103.83608","2653781596.46008","2923764926.39718","3070161471.04451","3038727617.03901","3628440274.67","3606968433.92682","3291489840.57141","3158806480.26107","3056999988.09146","2682347064.3642","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GNI (current US$)","NY.GNP.MKTP.CD","450750752.236438","487417354.881613","533373629.822635","583845617.681102","580367055.167753","671343376.687183","700663887.830595","659489477.071019","640214211.072903","623467923.60073","648416708.785104","692268616.865772","741694033.907397","946742673.938441","1020046516.74853","1039256097.50976","1060730156.24575","1290953250.51276","1744549915.60159","2051935317.80506","2475600873.91305","2101504433.97251","1945902831.44298","1762371706.73847","1406830498.30796","1398278918.80702","1886598039.47897","2171449261.08833","2234695494.88632","2197434980.21838","2423376034.28721","2287930479.19069","2314385987.4012","1582564777.33207","1532407773.02498","1830111955.88326","1959428577.20929","1816816190.98072","2053176109.30249","1998515358.0702","1781941337.09226","1930329244.64404","2146275950.43933","2705236782.22465","3039991090.22255","3395616378.69665","3647941672.2558","4290922504.12505","5360318424.10083","5338327266.16592","5674648731.92173","6358110913.24424","6806904080.11641","7483216512.63056","8078014708.49388","7064691068.29915","7365230362.75046","7942047104.88639","9083626827.56685","",
"Nigeria","NGA","GNI (current US$)","NY.GNP.MKTP.CD","4173704185.91628","4446060618.78762","4874318493.63013","5104474450.51099","5445079518.40963","5654066918.66163","6116477670.44659","5113537729.24541","5042139157.21686","6422091558.16884","12081058378.8324","8516814159.29204","11325027808.6763","14091212871.2871","23982256020.2788","27138861985.4722","35472588832.4873","35665236051.5021","36380141843.9716","46958810572.6872","61078927458.493","162909448003.974","141697907374.678","96418336867.1474","72700132671.2991","72722578125.2827","53381786191.1101","50281208776.6502","49138056722.6341","41917040743.4651","51148259884.4866","46662252243.403","44845451752.9515","25405868779.2495","31479810394.0321","41841871712.6208","48844965092.5","52221675469.5588","51777584259.0909","57896917103.5575","63300677661.0588","69935153290.4857","89288351910.2126","97252235901.8251","126528078859.641","162766907206.513","231461223634.822","263777314184.063","321880885382.889","277317351852.262","343845536572.676","387549946800.891","437290826491.403","489445272540.035","549528095267.438","481570742572.632","395950644516.987","364252940636.404","378945888599.077","",
"Nicaragua","NIC","GNI (current US$)","NY.GNP.MKTP.CD","218139688.190476","234021331.571429","257843903.142857","285403274.333333","331647055.47619","545115726.357143","575244299","620028589.428571","647328581.142857","697971412.142857","715157134.214286","763715675.928571","809414301.571429","996428557.785714","1395187122.5","1471858535.5","1703585726.85714","2097000053.92857","1947842836.35714","1389968395.21053","2061452614.63158","2269890069.95","2305860934.04348","2567008336.375","2924069042.86207","2515016378.36047","2820223119.87417","3830433872.76786","2263859535.93843","800872559.378374","987778064.516129","1158737525.7732","1297400000","1324754248.36601","3388877083.33333","3769952071.71315","3984051902.78601","4125265587.79014","4449967227.67693","4658917874.68247","4905529007.0922","5082846568.6785","5018313017.54386","5124254283.63348","5603468204.64532","6171335217.79924","6547527144.62144","7227667577.30981","8275046608.74772","8042480223.21099","8508938510.23581","9501463247.45923","10217564694.8405","10655779713.4629","11566772594.3703","12411006053.5353","12928949226.0927","13421542679.2542","12754272996.0828","",
